""
name,location,Business ID,alias,title,rating,review_count,price,latitude,longitude
Falcor Winery,"2511 Napa Valley Corporate Dr Ste 115 Napa, CA 94558",F2rPBR2c_eO7-D0p3UxT3g,wineries,Wineries,4.5,70,$$,38.25603,-122.276279
Gloria Ferrer Winery,"23555 Arnold Dr Sonoma, CA 95476",EiFXC3xjTpx2Ja6GrvwgXQ,wineries,Wineries,4.0,836,$$,38.223832,-122.472276
Havens Winery,"1004 Clinton St Napa, CA 94558",FDkYT4QfX4NEpH5NsoiVVQ,wineries,Wineries,4.5,8,$$$,38.301274,-122.2874659
We Drive Your Car Napa Valley,"947 Lincoln Ave Napa, CA 94558",CgsuUrYGrQsTC3IIFPXlQg,winetours,Wine Tours,5.0,12,,38.3088677,-122.2917507
Fortunati Vineyards,"986 Salvador Ave Napa, CA 94558",wOVo-DHunhkrQymOEg4QvQ,wineries,Wineries,4.5,14,$$,38.34905,-122.30949
Promontory Winery,"1601 Oakville Grade Oakville, CA 94562",CAf8TqSPE_wqmnaOSMb45w,wineries,Wineries,5.0,15,$$$$,38.4208658,-122.4149621
Anthem Limousine Service,"105 Silverado Trl Ste E Napa, CA 94559",uIIeZfbNMeGYkSkYW6lZOQ,limos,Limos,4.5,107,,38.28912,-122.275321
Buena Vista Winery,"18000 Old Winery Rd Sonoma, CA 95476",zCwt1XcmhfwsbQYgYPpUGA,wineries,Wineries,4.0,449,$$,38.299502,-122.421942
Oakville Ranch Vineyards,"7781 Silverado Trl Napa, CA 94558",5WgvpoEa_Bqvnz9S4gKdjQ,wineries,Wineries,5.0,3,$$,38.4610071602159,-122.358888437234
napa valley boutique wine tours,"3200 Soscol Ave Napa, CA 94558",ofuO7j-qzSDcBTmftxt01g,transport,Transportation,5.0,5,$$,38.32312,-122.2862
Wine Tour Drivers,"Napa, CA 94559",VOsMui5A1DLINVsvkhRmww,winetours,Wine Tours,5.0,72,,38.291542053222656,-122.28694152832031
Wine Tasting Driver,"4225 Solano Ave Ste 736 Napa, CA 94558",01J1xPoBSbi_VM6HaH_4XA,winetours,Wine Tours,5.0,18,,38.3364765,-122.3229962
Robledo Family Winery,"21901 Bonness Rd Sonoma, CA 95476",EyvLSq609Cyy-sRXv3te_w,wineries,Wineries,4.5,217,$$,38.24739263290604,-122.48350054331848
Vine Cliff Winery,"7400 Silverado Trl Napa, CA 94558",CBsJpEvvTIGh7LTzaGTaTg,wineries,Wineries,4.5,45,$$$$,38.447107,-122.350549
Gabrielle Collection taste+,"1000 Main St STE150 Napa, CA 94559",SUwkFPW3eLDeL8nDUOuBAw,winetastingroom,Wine Tasting Room,5.0,84,$$,38.2995025,-122.2853577
Boyd Family Vineyard,"4326 Big Ranch Rd Napa, CA 94558",60i68SD1xroy0j0h3BZiXw,wineries,Wineries,5.0,9,$$,38.3612027,-122.3118133
Matthiasson Wines,"3175 Dry Creek Rd Napa, CA 94558",d-WFHC31DhZ_lbFTRjkR-g,wineries,Wineries,5.0,1,,38.33861,-122.35076
Shed Creek Cellar,"80 Grapevine Ln Napa, CA 94558",EhOXeJW9Wwp_3vkQ52jTUA,wineries,Wineries,5.0,2,,38.338405360536775,-122.101645
Reid Family Vineyards,"1020 Borrette Ln Napa, CA 94558",Z94Ftar1bQ6asD3dmILpkA,wineries,Wineries,5.0,27,$$,38.3137,-122.34831
Small Lot Wine Tours,"San Vicente Ave Napa, CA 94558",RQulJtaJRZ1Ax8a-tn74oQ,winetours,Wine Tours,5.0,50,,38.33684,-122.31545
Krupp Brothers,"714 1st St Napa, CA 94559",zMI7hhy7ANjw3NGghMkjyw,winetastingroom,Wine Tasting Room,4.5,36,$$,38.3008938,-122.2824461
A Limo Excursion and Wine Tours,"2471 Solano Ave Ste 206 Napa, CA 94558",vjKJCwHA8Ssb-RP-7c02FA,limos,Limos,4.5,34,,38.3078133,-122.3057467
Ancien,"Napa, CA 94558",Xc1AuFl56GMyRw1PWHUnRw,wineries,Wineries,5.0,4,,38.297691,-122.235151
Gargiulo Vineyards,"575 Oakville Cross Rd Oakville, CA 94558",-TGstzhUvPOB_2Qt2MSLLQ,wineries,Wineries,4.5,21,$$,38.453315,-122.366836
Harvest Wine Tours,"895 Jackson St Ste 345 Napa, CA 94559",dJWMziV0ifFdqlSADtzObw,winetours,Wine Tours,5.0,7,,38.3066965,-122.288272
Bougetz Cellars,"1021 Atlas Peak Rd Napa, CA 94558",WYjUI22HB_9BApvCNEUstA,winetastingroom,Wine Tasting Room,4.5,14,,38.3385381,-122.2626194
Memento Mori,"68 Coombs St Napa, CA 94559",Nvdy-WYSOig_-DkJq202CQ,winetastingroom,Wine Tasting Room,5.0,2,,38.2870178961107,-122.287013030216
Gustavo Wine,"1021 McKinstry St Oxbow Center Napa, CA 94559",MMXe-OydJpVj0MsC4_lN8g,winetastingroom,Wine Tasting Room,4.5,87,$$,38.301205,-122.282218
Roy Estate,"1220 Soda Canyon Rd Napa, CA 94558",mDZh95v33mH6L8Q39nU4DQ,wineries,Wineries,5.0,1,$$$$,38.36585,-122.27873
Flavor! Napa Valley,"1001 Second St Ste 330 Napa, CA 94559",EMUWRXV20GDF28ysQNgPDw,restaurants,Restaurants,3.5,4,$$$$,38.2980928,-122.2852147
Hidden Napa Jeep Wine Tours,"Napa, CA 94558",eUDT6azH0tyMOQngmqleLQ,winetours,Wine Tours,5.0,23,,38.31832,-122.29177
Napa Valley Wine Guides,"Napa, CA 94558",19wSHfn7MkUpazpd7j4yHg,winetours,Wine Tours,5.0,56,,38.3841682813529,-122.285937502441
Cork Dork Tours,"257 Walnut St Ste J Napa, CA 94559",560YJzJPRs1x6ERUke-EVg,limos,Limos,5.0,15,,38.2907443,-122.3007366
Cliff Lede Vineyards,"1473 Yountville Cross Rd Yountville, CA 94599",M9aVMwujjWigBtdODRdP3A,wineries,Wineries,4.0,226,$$,38.42407,-122.344787
Smith Devereux Wines,"1460 First St Napa, CA 94559",EvoxeKMPe1EIGKnwWs5ulw,wineries,Wineries,5.0,1,,38.297448,-122.289345
Jessup Cellars,"6740 Washington St Yountville, CA 94599",grMfMpDwXd4PwVnANEAYRA,winetastingroom,Wine Tasting Room,4.5,460,$$,38.405934,-122.366241
Screaming Eagle Winery,"Oakville, CA 94562",RvPH8DcSFPWFrB1icb1T-A,wineries,Wineries,3.5,6,$$$$,38.4369277954102,-122.402816772461
Robinson Family Vineyards,"5880 Silverado Trl Napa, CA 94558",KPIVDmcKCAYF95tahIm0og,wineries,Wineries,5.0,21,$$,38.41086361969035,-122.31935492416466
Bounty Hunter Wine Bar & Smokin' BBQ,"975 1st St Napa, CA 94559",wRmFD-WLajxNGxqhHjo0ZA,beer_and_wine,"Beer, Wine & Spirits",4.0,1524,$$,38.2992859681608,-122.285100115267
name,location,Business ID,alias,title,rating,review_count,price,latitude,longitude
The Village Napa Valley,"850 Bordeaux Way Napa, CA 94558",nK1_kC1VtHbpItcTzqs2xA,winetastingroom,Wine Tasting Room,4.0,5,,38.247252,-122.274131
Andaz Napa-a concept by Hyatt,"1450 1st St Napa, CA 94559",jqL1qQNk5zoZnGkT-lkP2Q,hotels,Hotels,4.0,598,$$$,38.2974348,-122.2892761
Black Cat Vineyard,"1352 4th Ave Napa, CA 94559",dQC-DW5MdMFgH3G_MiTySg,wineries,Wineries,5.0,12,$$,38.28149,-122.247714
Oasis by Hoopes,"6204 Washington St Napa, CA 94558",o1gzKI9tCcs9Vth2JXz25A,wineries,Wineries,3.5,15,,38.387957163018584,-122.34952523506253
Wine Me Away,"Napa, CA 94558",p8Nonov6jEFz9911aXQzkQ,winetours,Wine Tours,5.0,19,,38.38326,-122.31306
Michael-Scott Wines,"2993 Brookwood Dr Napa, CA 94558",a_zFOP-bQ8uQVmLFn29F9Q,beer_and_wine,"Beer, Wine & Spirits",5.0,2,$$,38.3142719,-122.3248809
Let's Roll Wine Tours & Designated Drivers,"Napa, CA 94558",lk9WyfZKonlVp9jzLiMfWw,winetours,Wine Tours,5.0,13,,38.2968,-122.286
Stewart Cellars,"6752 Washington St Yountville, CA 94599",aC0tETLk6n0wGxFbqgIkMw,wineries,Wineries,4.5,49,$$,38.406152,-122.3664433
Frias Family Vineyard,"1886 El Centro Ave Napa, CA 94558",F4qho6kGUSBahjCyYfbg-A,wineries,Wineries,4.5,6,$$,38.3348546,-122.3199497
Groth Vineyards & Winery,"750 Oakville Cross Rd Oakville, CA 94562",oeNZDuNqJSMLFglBQcvGIA,wineries,Wineries,4.5,57,$$,38.44922,-122.379524
Amaxlimo,"190 Camino Oruga Ste 17 Napa, CA 94558",nPBlAKRrZs7fMbVdXqkYzw,limos,Limos,5.0,42,,38.2278571184392,-122.254457280429
Priest Ranch,"6490 Washington St Yountville, CA 94599",RygLWtxkDBkHghQeFfoELQ,wineries,Wineries,4.5,170,$$,38.400084,-122.359028
Taylor Family Vineyards,"902 Enterprise Way Ste P Napa, CA 94558",fCWwxMBWc-rZl9-WVQ_Nuw,wineries,Wineries,5.0,17,$$$,38.2586755,-122.2716831
Mi Sueno Tasting Room,"910 Enterprise Way Ste M Napa, CA 94558",BKDGeDzHDVGTHveM8SNeHw,winetastingroom,Wine Tasting Room,4.5,4,,38.2596925400167,-122.272415599475
Miner Family Winery,"7850 Silverado Trl Oakville, CA 94562",eP9pZmihgwPdd_8uIwb9Uw,wineries,Wineries,4.0,239,$$,38.462719,-122.371093
California Wine Tours and Transportation,"4075 Solano Ave Napa, CA 94558",qnUDU1O9VwTHG4J_mFoKwA,transport,Transportation,4.0,148,,38.33381,-122.3211
Bell Wine Cellars,"6200 Washington St Yountville, CA 94599",09PBdFwohkAlE2WjgMQSdQ,wineries,Wineries,4.5,123,$$,38.389816,-122.345741
Bello Family Vineyards,"8424 Saint Helena Hwy Napa, CA 94558",mbhlmSlqK5wBx6TonAbluw,wineries,Wineries,5.0,1,,38.453556060791,-122.414756774902
Realm Cellars,"5795 Silverado Trl Napa, CA 94558",Hu100_7pj1Pf5_woD1vxMw,wineries,Wineries,5.0,11,$$$,38.400333,-122.330664
Ovid Vineyard,"255 Long Ranch Rd Saint Helena, CA 94574",xL3M1LjXl1xz0EjmQv_u-w,wineries,Wineries,4.5,12,$$$,38.46344,-122.34397
Shadowbox Cellars,"1201 1st St Entrance on Coombs Napa, CA 94559",BCBQKqzJ3wZdNKV0JLeZTw,winetastingroom,Wine Tasting Room,5.0,11,,38.2983481,-122.2870042
Mira Winery,"6170 Washington St Yountville, CA 94558",0JueW5I1U5wWHu4D308THw,wineries,Wineries,5.0,6,,38.38732,-122.34847
Anarchist Wine,"850 Bordeaux Way Ste 9 Napa, CA 94558",KYu9X7IFT49qdNMobTuVbQ,winetastingroom,Wine Tasting Room,5.0,13,,38.247347,-122.273831
Elkhorn Peak Cellars,"200 Polson Rd Napa, CA 94558",i6Fhq_qSyKxlWelDvFhjVQ,wineries,Wineries,5.0,12,$$,38.228224,-122.219554
Oberon,"550 Gateway Dr Ste 220 Napa, CA 94558",S3s5eonF5N_7cl7II1c9ZQ,wineries,Wineries,4.5,2,,38.2237,-122.26617
Staglin Family Vineyard,"1570 Bella Oaks Ln Napa, CA 94558",X2VFE37tVXkHzPa8lL-5NQ,wineries,Wineries,4.0,13,$$$,38.442506,-122.424445
Sodaro Estate Winery,"24 Blue Oak Ln Napa Valley, CA 94558",Aae9Ijv3Msgc8MlgbONhHA,wineries,Wineries,5.0,13,$$,38.315,-122.23313
Ram's Gate Winery,"28700 Arnold Dr Sonoma, CA 95476",kajjCWRMLmCZRF3du9odJQ,wineries,Wineries,3.5,440,$$$,38.1741152,-122.4504982
Kivelstadt Cellars,"22900 Broadway Sonoma, CA 95476",-4uWsrlIjk8qhhM1UCW1Cg,winetastingroom,Wine Tasting Room,4.5,53,$$,38.244387,-122.448883
Bann at Oak Knoll Napa,"2188 Oak Knoll Ave Napa, CA 94558",EXYdYF-1DbIULL994qNdcQ,bedbreakfast,Bed & Breakfast,5.0,23,,38.366233,-122.3084142
Quintessential Wines,"1310 Second St Napa, CA 94559",6pblqQvBxZChnEe4dr41oA,wineries,Wineries,4.5,2,,38.29735,-122.28764
The Donum Estate,"24500 Ramal Rd Sonoma, CA 95476",Kv67fUY_H3RNpgqzu12bxg,wineries,Wineries,4.5,33,$$$,38.231313,-122.402866
Ideology Cellars,"5225 Solano Ave Napa, CA 94558",udB2n_tvbTMuzyBATsBvng,wineries,Wineries,5.0,1,,38.3638202476272,-122.339110944775
J.Moss,"901B Enterprise Way Napa, CA 94558",6q1Mfv-LBfx2LwoEIe5HuA,wineries,Wineries,5.0,2,,38.2585653718793,-122.273029536009
Buccella,"Napa, CA 94599",1AomLKv58nVpKeX1YWU76g,wineries,Wineries,5.0,3,$$$$,38.39829,-122.37058
Futo Wines,"1575 Oakville Grade Oakville, CA 94562",u2oE6OFAJkmDZ3R6YKjBcQ,wineries,Wineries,5.0,4,$$$$,38.416192,-122.412366
Intimate Wine Tours,"1048 Shetler Ave Napa, CA 94559",byzn85-FWZGD8QAKjNCopQ,winetours,Wine Tours,4.5,34,,38.2830221,-122.2712837
Acumen Wine Gallery,"1315 1st St Napa, CA 94559",fDML6w788n2zVMam8uzZ7w,winetastingroom,Wine Tasting Room,5.0,21,$$,38.29764,-122.28804
Hill Family Estate,"6512 Washington St Yountville, CA 94599",SSNXw-fitxPgVEcOnj-Uvw,wineries,Wineries,4.5,160,$$,38.4011459350586,-122.359878540039
Leaf and Vine,"190 Camino Oruga Ste 24 Napa, CA 94558",ZA7FTCVCwZ-OrTojYS5Pdw,winetastingroom,Wine Tasting Room,5.0,2,,38.22766,-122.25422
Nicholson Ranch Winery,"4200 Napa Rd Sonoma, CA 95476",JWEDoVxmR0FruBknJ3hE9g,wineries,Wineries,4.0,320,$$,38.255251261885,-122.3913731858
Suisun Creek Winery,"2350 Morrison Ln Fairfield, CA 94534",i504P9R0EQmakyJsDvGi_g,wineries,Wineries,5.0,1,,38.264721,-122.119915
Benton Family Wines,"880 Vallejo St Napa, CA 94559",oh8KPMw-Vzp-ovULbjryIQ,winetastingroom,Wine Tasting Room,4.5,3,,38.3045419953,-122.286915547
Beckstoffer Vineyards,"8600 Conn Creek Rd Rutherford, CA 94573",Lm_x4wgKCzjY8UBaLsQJSQ,wineries,Wineries,5.0,3,,38.464284,-122.395302
Spelletich Family Winery,"2545 Napa Valley Corporate Dr Ste C Napa, CA 94558",qMA6KR08TEVaLky5tR_wqQ,wineries,Wineries,4.5,18,$$$,38.253694,-122.275972
Manny´s Wine Tours,"First St Napa, CA 94559",4Ak-g4OGLtaUv_qUcjlN1g,winetours,Wine Tours,5.0,56,,38.291168,-122.286279
Hyde de Villaine Wines,"588 Trancas St Napa, CA 94558",DJTtmTDSw_IMuoJaPnEFyw,wineries,Wineries,4.0,22,$$$,38.325776,-122.2830894
Handwritten Wines,"6494 Washington St Yountville, CA 94599",EcybLupMoknFEQfkgdcZAA,wineries,Wineries,5.0,49,$$$,38.4001796,-122.3593313
Tournesol Wine,"4297 E 3rd Ave Napa, CA 94558",o9zVXZgeXlHiRLu7p5OETg,wineries,Wineries,5.0,10,$$,38.2965803877752,-122.223340272903
Kale Wines,"708 1st St Napa, CA 94559",1KlDu-0BU_mTO_FxfBV_fg,wineries,Wineries,5.0,1,,38.291168,-122.286064423279
name,location,Business ID,alias,title,rating,review_count,price,latitude,longitude
Leto Cellars,"761 Technology Way Napa, CA 94558",VcbjjSCd_AmayPmTJvoyiw,winetastingroom,Wine Tasting Room,5.0,2,,38.22524554794,-122.266882234775
Vezer Family Vineyard,"5071 Suisun Valley Rd Fairfield, CA 94534",vK32HqN9hpNbY4Z8Q_Izsw,wineries,Wineries,4.5,81,$$,38.2940805917162,-122.12020345369
Foley Johnson Winery,"8350 Saint Helena Hwy Rutherford, CA 94573",FqBzBKW58kwX8Ee71Vfxwg,winetastingroom,Wine Tasting Room,4.0,56,$$,38.4494019887075,-122.414019236121
Cardinale Winery,"7600 St Helena Hwy Oakville, CA 94562",iIivh9j0uSp0AgozDUJUHw,wineries,Wineries,4.0,48,$$$$,38.428591,-122.390506
Harlan Estate,"Oakville, CA 94562",ijJdmTT1zWVrFzkHSFdGjg,wineries,Wineries,5.0,5,$$$$,38.4369277954102,-122.402816772461
Gamble Family Vineyard,"7554 St Helena Hwy Oakville, CA 94562",ivqZbNHTgsxzekOzkXCK-w,wineries,Wineries,5.0,19,$$$,38.429147,-122.386892
Girard Winery - Yountville,"6795 Washington St Yountville, CA 94599",4l1BUGua4nYFvg3q8iIrJg,winetastingroom,Wine Tasting Room,4.5,331,$$,38.4065299,-122.36745
Eagle Eye Winery,"6595 Gordon Valley Rd Napa, CA 94558",adsgo4aXIIvgkYCEKOZvLw,wineries,Wineries,5.0,7,$$,38.341023,-122.125888
Favia Erickson Winegrowers,"2031 Coombsville Rd Napa, CA 94558",Ea3TmOvfPO-A3DWWBm6lrA,wineries,Wineries,5.0,6,,38.29348,-122.24972
Three Fat Guys Wines,"20816 Broadway Sonoma, CA 95476",jzoeVRHEHx4e5wKjMQfBbg,winetastingroom,Wine Tasting Room,5.0,38,,38.2712228253,-122.460727503
Paradigm Winery,"1277 Dwyer Rd Oakville, CA 94562",4AtuFEcaw0_U7C1WREAH8Q,wineries,Wineries,4.5,53,$$,38.42056,-122.39378
Silver Trident Winery,"6495 Washington St Yountville, CA 94599",RQfPrnAEqAEyAOd8jMDkPA,wineries,Wineries,5.0,64,$$,38.400497,-122.360031
Savor Napa Valley Wine Tours,"1625 Trancas St Ste 4263 Napa, CA 94558",uOD6s5ukEH7p1LBpPJ0M-Q,winetours,Wine Tours,5.0,6,,38.3213996887207,-122.304061889648
Own A Napa Vineyard,"1003 Dealy Ln Napa, CA 94559",cE5GFCgF5fmMciZopPl_2Q,wineries,Wineries,5.0,1,,38.2575999,-122.33965
Hanson of Sonoma Distillery,"22985 Burndale Rd Sonoma, CA 95476",brsFnqcgqgnv1rwdgnY7sg,distilleries,Distilleries,4.5,70,$$,38.245567,-122.422399
Farella Vineyard,"2222 N 3rd Ave Napa, CA 94558",MLrxf2ALwpza9bexFRPcQw,wineries,Wineries,5.0,7,$$,38.312621,-122.22864
Napa Valley Chauffeur,"Vallejo, CA 94591",mgEKnjgo7jauX7cLHLKPDA,winetours,Wine Tours,5.0,19,,38.3233943,-122.3018681
Rudd Estate,"500 Oakville Cross Rd Oakville, CA 94562",UcAyqkHKKHVY-c90y6kdeA,wineries,Wineries,4.5,18,$$$,38.4578819274902,-122.366798400879
The Hess Collection Winery,"1166 Commerce Blvd American Canyon, CA 94503",4pb9mCnUWyQkYmwXsWbPUQ,wineries,Wineries,4.0,7,,38.190715,-122.270332
Bliss Wine Tours,"Napa, CA 94558",v4IKkFF6HZw4Uj7sZ65pNg,winetours,Wine Tours,5.0,18,,38.38326,-122.31306
Westwood Estate Wine,"11 E Napa St Ste 3 Sonoma, CA 95476",VrDTQ2K5NRpaspnMpk8odw,wineries,Wineries,4.5,106,$$,38.2915583,-122.4574775
Cornerstone Sonoma,"23570 Arnold Dr Sonoma, CA 95476",LahG3go0q_GbUy5K43mJjA,venues,Venues & Event Spaces,4.5,211,$$,38.227949,-122.457672
Jayson by Pahlmeyer,"850 Bordeaux Way Ste 7 Napa, CA 94558",d2wwToabxjARS6WCPpOhIw,winetastingroom,Wine Tasting Room,5.0,5,,38.2474144,-122.2720766
Prime Solum Napa Valley,"1021 Atlas Peak Rd Napa, CA 94558",EAyTQz3c5y9sZ7usI8bT6g,gourmet,Specialty Food,4.5,36,$$,38.33853913156856,-122.26262074394232
RAM Wine Country Tours,"Napa, CA 94599",ovODN7d0sszsmSdPQaBOVQ,winetours,Wine Tours,5.0,13,,38.398939,-122.373129
Square One Tasting Bar,"1331 1st St Napa, CA 94559",AVrlnfeWNrf_lWG2b35Adg,winetastingroom,Wine Tasting Room,4.5,4,,38.2976945,-122.2881971
My Private Napa Driver,"2471 Solano Ave Ste 215 Napa, CA 94558",Y0HzxvYeZ9zcORewDJC_JA,winetours,Wine Tours,5.0,3,,38.3077323,-122.3058297
Altamura Winery,"1700 Wooden Valley Rd Napa, CA 94558",saOTUUe5LO3qksKLiH5PrA,wineries,Wineries,4.0,12,$$$,38.364395,-122.1751742
Elizabeth Spencer Winery,"1165 Rutherford Rd Rutherford, CA 94573",mHmn7X_LZp0moqzvgbOKOw,wineries,Wineries,4.0,213,$$,38.4589791814193,-122.422060678426
Mark Herold Wines,"710 1st St Napa, CA 94559",UBlHJvZubcqX8cQ1LGgt9g,winetastingroom,Wine Tasting Room,4.5,111,$$,38.3009105,-122.282319
Napa Valley College Winery,"2277 Napa-Vallejo Hwy Napa, CA 94558",y7zQrgBG8U78l4ch-vyh1Q,wineries,Wineries,5.0,3,$$,38.274349,-122.277736
Hanzell Vineyards,"18596 Lomita Ave Sonoma, CA 95476",6QbIDTkzTSD7myLFyJvjLw,wineries,Wineries,4.5,85,$$$,38.3134300223746,-122.462327066159
Relic Wine Cellars,"2400 Soda Canyon Rd Napa, CA 94558",RGoYz-L0f19UER9eDh5Zvw,wineries,Wineries,5.0,10,$$,38.411912,-122.293303
BOND,"Oakville, CA 94562",JwLGcHOY9pS9u07mncVw_w,wineries,Wineries,5.0,3,$$$,38.43462,-122.40057
Buoncristiani Family Winery,"2275 Soda Canyon Rd Napa, CA 94558",EhpRE40dRlIgcLRHCw4fMA,wineries,Wineries,5.0,5,$$$,38.40336,-122.30048
Napa Driving Services,"1625 Trancas St Unit 3871 Napa, CA 94558",G0gCTZN6lZldH3vYECrvdQ,winetours,Wine Tours,5.0,4,,38.3214,-122.30406
Schug Carneros Estate Winery,"602 Bonneau Rd Sonoma, CA 95476",OrIT3N_xgMVyi6nZpm6EFQ,wineries,Wineries,4.0,167,$$,38.2330226700153,-122.471251487732
Dolce Winery,"1350 Acacia Dr Oakville, CA 94562",WE-fu3mhn9X94ONKcXCY6Q,wineries,Wineries,5.0,1,$$,38.4240773,-122.402102
Active Wine Adventures,"Napa, CA 94559",MX_XUqMG7pSJT83NhnFZTg,arttours,Art Tours,5.0,20,,38.29737,-122.29047
Valley Wine Warehouse,"175 Tower Rd Napa, CA 94558",-EmhgVkXfrjc0WylD95HDQ,wineries,Wineries,5.0,1,$$,38.2104,-122.25724
Blackbird Vineyards,"1330 Oak Knoll Ave Napa, CA 94558",HqtdtN2yWMJQGkYQtNV1Jg,wineries,Wineries,4.5,10,$$$,38.3606279211163,-122.318094635684
Foley Food & Wine Society Tasting Room at Vista Collina,"850 Bordeaux Way Ste 5 Napa, CA 94558",N6uQJ5khi9a6ICqGlCzTkw,winetastingroom,Wine Tasting Room,4.0,10,,38.247242,-122.274131
Il Fiorello Olive Oil,"2625 Mankas Corner Rd Fairfield, CA 94534",MyuEGKRW5CUmqKC_IHEdGQ,oliveoil,Olive Oil,4.5,87,$$,38.2789641076739,-122.10123400721935
JCB Tasting Salon - Yountville,"6505 Washington St Yountville, CA 94599",HTlMUjBxITb0XpeiSLr2hg,winetastingroom,Wine Tasting Room,4.0,87,$$,38.4013671875,-122.360809326172
Bartholomew Estate Winery,"1000 Vineyard Ln Sonoma, CA 95476",Achwtt26ZfqWDhJzlMrMmg,winetastingroom,Wine Tasting Room,4.5,20,,38.301745,-122.4248061
J Moss,"901 Enterprise Way Napa, CA 94581",ZkJu7hAgzSRLsnGD3ZaU3w,wineries,Wineries,5.0,4,,38.258674,-122.273574
Suisun Valley Wine Cooperative,"4495 Suisun Valley Rd Fairfield, CA 94534",dsWM4YBIfEUTo7hUu9pi_w,winetastingroom,Wine Tasting Room,4.5,49,$,38.26309,-122.1146
Napa Valley Wine Country Tours,"American Canyon, CA 94503",BGMMtumtmN1z1qaIsppz6Q,winetours,Wine Tours,4.5,214,,38.2136164,-122.2533803
Meadowcroft Wines,"23574 Arnold Dr Hwy 121 Sonoma, CA 95476",rgVG6mR7humUu5DOPwsQeQ,wineries,Wineries,4.5,120,$$,38.2272243158716,-122.457089424133
Scholium Project,"5074 Old Sonoma Rd Napa, CA 94559",S_SbommVD6sJlAHfZnSO_Q,wineries,Wineries,5.0,5,,38.26635,-122.33292
name,location,Business ID,alias,title,rating,review_count,price,latitude,longitude
Destiny Wine Tours,"3295 Vichy Ave Napa, CA 94558",8hKV48Oprx7jhW1xLzQFeg,winetours,Wine Tours,5.0,23,,38.33656,-122.2587
Heron House,"6484 Washington St Ste G Yountville, CA 94599",EDjabbyf6sUl3poQa6Wngg,winetastingroom,Wine Tasting Room,5.0,5,,38.39984,-122.35875
Napa Wine & Spirits,"719 Lincoln Ave Napa, CA 94558",tX74Guz3iED_cnDC5p33OA,beer_and_wine,"Beer, Wine & Spirits",4.0,7,$$,38.30962,-122.28625
RiverHouse by Blackbird Vineyards,"604 Main St Napa, CA 94558",DrTwyRW0Hic71COUjUIAcg,winetastingroom,Wine Tasting Room,5.0,23,$$$,38.2968327,-122.2830266
Forthright Winery,"2255 Dry Creek Rd Napa, CA 94558",19K7pxZu63dNyhPSvFWr7Q,wineries,Wineries,5.0,1,,38.33031,-122.34389
David Arthur Vineyards,"210 Long Ranch Rd Saint Helena, CA 94574",oZolTxqwId-Z7cPA9HzLQw,wineries,Wineries,5.0,18,$$$,38.465325,-122.345735
Gamling & McDuck Tasting Room,"1420 2nd St Napa, CA 94559",iYox-r2zCiJbWotBwFtZbA,winetastingroom,Wine Tasting Room,5.0,25,,38.29683,-122.28857
Absolutely Fabulous Tours,"Napa, CA 94558",UmZH-kO4MkZXMRRE16foxg,winetours,Wine Tours,5.0,14,,38.3170536,-122.3019206
Stacy's Wine Tours,"Napa, CA 94503",zAjrnCT-4XCANbxsHvbW0Q,winetours,Wine Tours,5.0,8,,38.195022,-122.24115
Sonoma Valley Trail Rides,"Sonoma, CA 95476",C1Si-K2UiGhlfwzfl2-3Nw,horsebackriding,Horseback Riding,5.0,17,,38.3000380598605,-122.421283572444
Ghost Block Estate Wines,"7830-40 St Helena Hwy Oakville, CA 94562",udfbO6gVIXF1j2gx4_9H4w,wineries,Wineries,5.0,14,,38.435978775739244,-122.40191144110308
Thirty-Seven Winery,"3000 Sears Point Rd Sonoma, CA 95476",HA3uxokrUs_PBRYqwj20TQ,wineries,Wineries,5.0,2,,38.150444,-122.4489975
Your Driver In Napa Wine Tours,"Napa, CA 94558",Wcr72plltGghCrhQVq719Q,winetours,Wine Tours,5.0,25,,38.3177642822266,-122.29174041748
Dynamic Napa Wine Tours,"1754 2nd St Ste B2 Napa, CA 94559",pFDXDcJ6Rsviqrjt0stkbw,winetours,Wine Tours,4.5,33,,38.29669,-122.29246
Vinfolio,"500 Devlin Rd Ste 102 Napa, CA 94558",YcPdqrpjA5J-L_43D0Dteg,wineries,Wineries,3.0,2,$$,38.220461,-122.261675
Bazan Cellars,"960 Clinton St Napa, CA 94559",nWHCjASyDypXazhYh7NSBg,winetastingroom,Wine Tasting Room,5.0,9,,38.301566,-122.287098
Sonoma Adventures,"1254 Broadway Ste 1 Sonoma, CA 95476",3KWn8Dhwe6DzxohqYOpIpw,bikerentals,Bike Rentals,5.0,74,,38.27862047563093,-122.45948222217059
Bouchon,"6534 Washington St Yountville, CA 94599",M7gmOk8Ayf-stORW8QjgOQ,french,French,4.0,3039,$$$,38.4025718209235,-122.362025265345
G V Cellars,"1635 Mason Rd Fairfield, CA 94534",R03IAJXqxRAsx18uGlxBbg,wineries,Wineries,4.5,73,$$,38.24296221671643,-122.16904532035119
Wine & Dine Events,"3240 Soda Canyon Rd Napa, CA 94558",0ixVTViKcRCoNfRNIXROfQ,winetours,Wine Tours,4.5,7,,38.4348204,-122.2958469
Kelleher Family Vineyard,"7377 St Helena Hwy Yountville, CA 94599",647dxyxXbPxqUuj4ZXjuUw,winetastingroom,Wine Tasting Room,5.0,1,,38.416095,-122.386688
