Reviewer Name,Review Rating,Review Text,Time Created,id
A M.,5,"Breathtaking views, and amazing reds wines. I truly enjoyed every wine I tasted. My favorite would have to be the Malbec, with Sangiovese being a close 2nd....",2021-02-21 18:24:03,W4K-o6UseGKyQxlnfiEltQ
Saleen D.,4,"Wonderful winery overlooking the valley!

We came on 4th of July.  You have to drive up a dirt road for maybe less than a mile to the winery.  We met the...",2020-07-08 13:03:19,W4K-o6UseGKyQxlnfiEltQ
Tammy D.,5,"Afternoon relaxing with friends, great view, wine, and hospitality. We sign up up their  Club Membership",2020-10-11 16:38:33,W4K-o6UseGKyQxlnfiEltQ
Jessika M.,5,"WINE TASTING: 
I love the overall vibe of this hidden gem. The stillness and overall feel of the winery just makes it perfect. I loved sipping wine and...",2021-04-29 12:29:21,881CXnwIREXkDjcuVTshaA
Krista P.,5,We just visited this winery for the first time as guests of a wedding. What a great venue!!  It is perfect for an intimate ceremony and the wedding...,2021-04-10 21:41:37,881CXnwIREXkDjcuVTshaA
Elle N.,5,"Hey, Incase no one noticed but we are in a Pandemic. Yet, we need to get out for small social interaction, life enrichment and fresh air.

This particular...",2020-10-11 13:00:54,881CXnwIREXkDjcuVTshaA
Brandi P.,5,"A hidden gem in Poway. This place is great, there are so many food options around Mission Cellars you can grab a bite to eat, sit on the large outdoor patio...",2021-04-16 07:40:00,WmDjdr2Y6XXnjainystcpA
Hillary B.,5,Such a cute place in Poway! The staff was very knowledgeable and friendly and the wine was great! We did a tasting and they served it as a flight. There was...,2020-08-02 15:32:31,WmDjdr2Y6XXnjainystcpA
Andy C.,5,Bumped into this mellow wine place as I was walking around old Poway trying to find something interesting on a Sunday. Well I sure did! Mission Cellars is a...,2020-08-08 21:16:54,WmDjdr2Y6XXnjainystcpA
Jessica T.,5,I absolutely love their sangria and hello gorgeous. All of their other wines are AMAZING too! You can't beat the view and amazing patio. Ian and Laurie are...,2020-10-19 17:07:34,C9YXJNAi6FggGAJ94Qmksg
Saleen D.,5,"Beautiful winery in Ramona with nice views!

Dog friendly.  Family friendly.  Our neighbor had raved about their sangria & we were excited to give it a...",2021-03-19 12:16:00,C9YXJNAi6FggGAJ94Qmksg
Nayeli F.,5,"This place is beautiful very cute and great views! We went here on Valentine's Day and expected a crazy wait for a holiday, surprisingly they were able to...",2021-02-20 01:00:48,C9YXJNAi6FggGAJ94Qmksg
Lisa M.,5,"Amazing wines in an eclectic atmosphere.  If you love metal figurines , room to walk around while your taste or a picnic basket with a bottle of fabulous...",2021-03-19 17:09:22,Vwy9frhCg-WiurWIBznvNA
Mike S.,1,There's nothing here but a dump. There's some vines out front but no clear signage one road says private and the other just has a bunch of junk on it. It...,2021-01-17 13:10:00,Vwy9frhCg-WiurWIBznvNA
Katie G.,4,Beautiful vineyard . My friend and I really enjoyed it here . Johnny is very friendly and nice to talk to . There's a great vibe here . They even do a...,2019-11-17 10:03:32,Vwy9frhCg-WiurWIBznvNA
Alexandra P.,5,"My boyfriend Noel and I went to this winery today and had the best time. The grounds were beautiful, and we loved every wine we tasted. Cassie and Nelson...",2020-10-10 19:25:18,Rym_5OGVbYlRa4lvrG2JdQ
Cathi B.,5,We enjoy this winery so much! Their wines are amazing and we took home the Petite Syrah and Red Blend! Their hospitality was bar none! We felt right at home...,2021-01-02 13:05:36,Rym_5OGVbYlRa4lvrG2JdQ
Scott A.,5,"Amazing winery! If you love Napa quality reds, you will love this winery. Highly recommended and will definitely be back! Became a member!",2019-08-07 20:28:05,Rym_5OGVbYlRa4lvrG2JdQ
Tom H.,5,"There are actually two Yelp listings for this business so I suppose I'll post a second five star review as it is that worthy.

I've had the pleasure of...",2020-10-24 18:11:32,4IIGIWrIrMfJmlnErtmrNQ
Shalini G.,5,"****************************COVID 2020 REVIEW*********************
I stopped in for my member bottles and additional purchases during COVID...
and FINALLY...",2020-06-14 12:27:02,4IIGIWrIrMfJmlnErtmrNQ
Ashley B.,5,"This is by far my favorite carruth location. As a member I like to try to try the different locations and this is the best value for sure. Since it's covid,...",2020-10-21 15:24:40,4IIGIWrIrMfJmlnErtmrNQ
Javier M.,5,"This was our first stop on our winery tour. Be prepared, as the temperature difference from the Ensenada hotel we stayed at was least 20 degrees. 

As we...",2018-07-08 10:01:31,W2not8gGBbjBMUeFmwdriA
Sue V.,4,"This review is for the L.A. Cetto wine I got for my birthday, and not for the tasting room.

The Cabernet Reserve was very smooth and mellow...my favorite...",2021-03-05 02:50:33,W2not8gGBbjBMUeFmwdriA
David M.,4,""" Great Outdoor Vineyard Seating ""

We went to the Guadalupe Valley Wine country in Mexico on a bus trip. We have been to L.A.Cetto many times before and it...",2019-04-24 16:27:39,W2not8gGBbjBMUeFmwdriA
Mike W.,5,"Correcaminos, meaning Roadrunner in Spanish, and not to be confused with Roadrunner Ridge Winery in Fallbrook, is one of our favorite places to visit and...",2020-07-07 14:26:05,vJVWsXyZDg3GpwASETe1pQ
Jake O.,5,This winery is excellent! They had a great variety of wine and GENEROUS pours. Not like other wineries where you get a tiny splash of wine. You get plenty...,2020-07-25 15:14:48,vJVWsXyZDg3GpwASETe1pQ
Beth T.,5,The wine is amazing! Owners are very hospitable and set a great atmosphere to enjoy the fantastic wine they make! Get the spaghetti strap wine it's a nice...,2021-04-13 20:49:33,vJVWsXyZDg3GpwASETe1pQ
S S.,5,Covid restrictions require creative celebration solutions! Tim has you covered at Rock Canyon! We had a private two person tasting in his wine cave. The...,2021-02-15 13:34:31,9c_BLUDYbND7lY30W_Rx1g
Scott W.,1,"Why would you put this in a store and call it wine, biggest waste of $13. It was next to the regular wine that I buy and I decided to give it a try, it's...",2017-11-17 18:22:48,9c_BLUDYbND7lY30W_Rx1g
Wendy F.,5,"This place is absolute heaven!  The beautiful winery is in the foothills of Alpine, CA...and is right next to the Cleveland National Forest.  It's a...",2014-07-08 16:23:47,9c_BLUDYbND7lY30W_Rx1g
Pete S.,5,Wow!  Amazing wines that are ONLY sold through their website - sielawines.com. Totally handmade wines and all grapes come from top California vineyards....,2017-10-25 09:10:28,oshle3i0k6FEHN2aujSyxg
Elisa G.,4,Bf and i were in La Jolla last weekend and decided to spend a few hours in the LJ village. The art and wine festival was going on so we checked out all of...,2019-10-20 11:05:50,EzSpL_O4r00ZFg4BNi9qPw
LeeAnn B.,5,"I lived in UTC for 3 years and La Jolla for almost 2, but had somehow missed the existence of the annual La Jolla Art & Wine Festival until this year. I...",2019-11-08 23:01:45,EzSpL_O4r00ZFg4BNi9qPw
Leslie B.,3,"My husband and I love art festivals and were excited to go to one that has wine as well! We went to this art festival from about 3:00-6 on Sunday.  First,...",2019-10-18 11:46:11,EzSpL_O4r00ZFg4BNi9qPw
Hannah K.,5,"We loved it here at Pamo Valley Winery Tasting!! :) 

We had just checked into our Airbnb (a respite from work-from-home living in covid19 era) and wanted...",2020-11-22 12:22:31,2H1dXyHAcdTxNrbqKbJ8Bg
Reese A.,5,"The best winery In Ramona!! 
Marti is the best. She is so sweet and welcoming. And the wine is amazing",2021-05-05 19:14:17,2H1dXyHAcdTxNrbqKbJ8Bg
Mina N.,5,"Great little tasting room! I loved their sangria, both red and white. The tastings are super cheap. Will certainly recommend and will definitely be back if...",2020-06-30 19:44:53,2H1dXyHAcdTxNrbqKbJ8Bg
Jerry H.,5,We came here for a quick tasting before we went to Sprouts.  We met Paul who helps to make the wine in their family vineyard in campo.  He gave us a red and...,2019-04-03 21:52:20,1YoSxgAOK625vP0lQpR5zw
Jenny P.,5,I was in the area after work on a Friday night and decided to stop by here for a glass of wine. Let me make it clear that I have never really drank wine...,2020-02-22 14:16:03,1YoSxgAOK625vP0lQpR5zw
Sarah C.,5,Not sure why this place isn't absolutely popping! Perhaps because it's in a shopping center... but it's the perfect place to get some Mediterranean or Thai...,2019-01-06 18:09:50,1YoSxgAOK625vP0lQpR5zw
Amanda S.,5,"Was thrilled to try this new winery in Escondido. They plan to open this summer, pending their tasting room building goes as planned. The tasting room will...",2021-04-07 19:56:47,RYmQTiLfU5oIFcZ3k1O38Q
Karen L.,5,I was lucky enough to get a sneak peek wine tasting and tour of this gorgeous vineyard. Stevie is the most knowledgable sommelier I know and she makes...,2021-04-05 16:25:16,RYmQTiLfU5oIFcZ3k1O38Q
Rona R.,5,"What's not to love?! Mia Marie not only has an excellent selection of white (my favorite so far is the Viognier) , red, and rose wine but the customer...",2021-04-08 13:35:27,RYmQTiLfU5oIFcZ3k1O38Q
Wendy O.,5,We tried the tasters and we loved them all. They all reds which is great and the owners are super friendly and welcoming.,2021-03-28 17:50:10,YD8O_qG9BNlQm3OtzONDww
Angel R.,5,"Excellent wines, this place is very relaxing, and the view is nice too, their new MSG red is delightful.",2021-03-02 22:38:37,YD8O_qG9BNlQm3OtzONDww
Sami C.,4,"I would give this vineyard a full 5 stars if its seating area was a bit nicer. They have only been at this location for a few years, so I hope they are...",2019-06-04 12:49:39,YD8O_qG9BNlQm3OtzONDww
Phillip B.,5,"Milagro is a stunning wedding venue. It is about an hour from downtown San Diego, but is a like being transported to Northern California. Light dapples...",2020-12-03 18:40:24,cfUvT3H6CGh_81U0Z-X7gw
Jacob M.,5,"After our previous wedding venue plans feel through elsewhere because of the pandemic, my wife and I found Milagro and decided to have our ceremony there....",2021-03-19 13:01:51,cfUvT3H6CGh_81U0Z-X7gw
Nancy G.,5,We have been members of Milagro for about 9 years.  This last weekend we went there for there wine pick up party for members.  Everyone was spread out had...,2020-11-18 18:21:16,cfUvT3H6CGh_81U0Z-X7gw
Danny C.,5,My second time here while driving around the wineries in Escondido.  The women who serves the wine is knowledgeable and friendly.  The patio is nice and...,2020-06-20 13:59:26,7KJwHtJ30t78VYBQMVLjAw
Saleen D.,4,"Wonderful winery on Highland Valley Road!

We came here last Friday.  No reservations needed!  Dog friendly.

Our servers were so friendly & sweet!  They...",2020-07-08 12:44:58,7KJwHtJ30t78VYBQMVLjAw
Jennifer C.,4,This winery is wonderful! Came on a Friday afternoon and we were the only party there. The owner was super attentive and explained all the different wines....,2020-03-06 19:10:03,Tu52NWMO_dnv5v4iyuLykg
Stacy S.,5,"This was perhaps my favorite winery in the Escondido-Ramona area!  Not only were all of their wines pretty close to remarkable, but the owner was so...",2016-03-08 21:20:24,Tu52NWMO_dnv5v4iyuLykg
Art S.,5,Just left this place. It's a real gem with great wine so close to San Diego. There is no need to go to Temecula for average wine when we have Ramona in our...,2017-05-28 17:33:09,Tu52NWMO_dnv5v4iyuLykg
Gladys C.,1,This place is not legit! We went to it and the address are a bunch of apartments! We went out of our way to give it a shot and we were very disappointed...,2015-12-29 14:43:22,fT9ysnQvYXw-RUD4GNodEQ
Gus L.,4,"I gotta say... Barrel Riot has a good thing started here. But like many fledgling businesses right now, the world seems to be against them. I think once...",2020-12-15 16:10:35,Z9e6h-DPZeugrv7shpfl5w
Patrick V.,5,"Great tasting wine! Amazing selections! I had the pleasure of meeting Daniel the owner, he is a class act.",2021-02-21 11:08:50,Z9e6h-DPZeugrv7shpfl5w
Sandra R.,5,"A relaxed, beautiful winery with breathtaking views tucked quietly in the hills of Ramona. The owner, 
Susanne and her husband were so hospitable which...",2018-04-15 11:40:46,C8W1fWjVOyA10rufYYfM6Q
Cynthia L.,5,"Lindo y relajante ambiente.  El lugar esta decorado muy bonito.

Los Vinos de buena calidad.  Las carnes y quesos muy frescos y de buena calidad.

Me gusto...",2016-05-04 13:05:05,JVMnIFpnAxRNxHrJKqxWQg
Paco S.,5,Excelente!  My favorite wine shop when I cross the border.  Amazing selection and a great price point. Owners are attentive and incredibly helpful.  Will...,2015-10-27 14:17:18,JVMnIFpnAxRNxHrJKqxWQg
Amy K.,5,There is a new meadery in downtown Escondido. It is now a booth and outdoor seating but I'm excited for their physical store to open. I'm a big fan of lead...,2021-03-12 18:41:02,DM_xFbiqpOgnDBCk9wUwow
Stephanni T.,5,"This is our favorite meadery to date! My boyfriend started brewing his own mead (pandemic hobbies, am I right?) so we both were excited to visit this...",2021-04-11 10:05:41,DM_xFbiqpOgnDBCk9wUwow
Bill P.,5,"Solid mead in this cool location right in the middle of downtown Escondido. I went with my budfy Eric W. And we both got flights, three was many to choose...",2020-11-07 10:08:04,DM_xFbiqpOgnDBCk9wUwow
Ju L.,5,I've been a regular at Vesper and now the renamed Sans V tasting room for almost 5 years now. The owners have become friends. The wines have only become...,2018-06-25 15:27:57,4nFSeNcQny91tOID2Jfv8Q
K M.,5,"Great Wine and Service!
The other best thing is that they are suuuuuper dog-friendly!!!! I would definitely come back again!!",2019-02-17 18:39:35,4nFSeNcQny91tOID2Jfv8Q
Daniel N.,5,Awesome place to be local. Wide variety of steller wine. I cant say there was a bad wine. The wine growlers was a bonus. A new local favorite wine stop.,2019-05-26 17:14:39,4nFSeNcQny91tOID2Jfv8Q
Shannon T.,5,"We moved to Ramona about 6 months ago, and have wanted to check this place out, but never had a chance to until last Saturday.
We had an amazing time! The...",2019-08-27 17:14:22,Nqy6NwQSTuAjsBpE7AoJYQ
Grace P.,1,"Okay. So, this place is a cool and interesting atmosphere. But just go to walk around the place and enjoy the ""art"". The wine was something you pick up at...",2021-04-03 02:26:48,Nqy6NwQSTuAjsBpE7AoJYQ
Justin T.,4,This place really has a lot of artwork & sculptures to view!! I thought the wine was ok & I haven't got a chance to try their pizza yet but just based on...,2019-06-12 20:34:50,Nqy6NwQSTuAjsBpE7AoJYQ
Alisa M.,4,"This is an event that Meritage in Encinitas puts on once a year in July to benefit the Make a Wish Foundation.  

They have numerous wineries that offer up...",2008-03-02 15:13:00,wyLm9fIoamN-VALcu3nUVg
Brad B.,5,Somehow I've never reviewed Barrica 9 but have been to this little gem of a bar in Tijuana no less than 15 or 20 times over the last three years. What once...,2017-11-28 11:32:36,HxTqmzT4G43iAKXrB3pqQg
Ruggy J.,5,"With food halls being all the rage in hip cities like SF, NYC, Chicago, LA, etc... it's very cool (and admittedly surprising) to see a movement happening on...",2016-04-25 06:45:48,HxTqmzT4G43iAKXrB3pqQg
Mick P.,5,This place is a jewel in Tijuana. Craft beers. Local beers on tap. Andy  knows his music. Oh and it had A/C. Fricken awesome. !!!!,2016-09-18 15:45:17,HxTqmzT4G43iAKXrB3pqQg
kathryn b.,5,"I've purchased several times from RL Liquid assets over the years, and always had a great experience.  Rebecca is extremely friendly, very knowledgable, has...",2017-03-11 10:21:46,-STecUUsS69EMSE7PxwPwA
Richard A.,1,"I spoke with the sales representative over the phone to confirm the shipment of my product before purchasing. After the order and payment, I spoke with the...",2015-12-02 11:28:21,-STecUUsS69EMSE7PxwPwA
Hal J.,5,"This place is incredible, truly farm to table with a fantastic property this sits on. The people that conduct business here are extremely kind, genuine and...",2021-03-28 15:27:56,ZeiVSF1SMdVVSkiGE7qaSg
Lynn D.,5,You must get to Cactus Star! Although it is the smallest winery in the area it is wonderful. Joe is an outstanding wine maker. We have gotten to know him...,2019-05-07 11:16:36,ZeiVSF1SMdVVSkiGE7qaSg
Brandy C.,5,Such a cute small winery. I highly recommend visiting and taking home a few bottles!,2018-03-01 16:32:21,ZeiVSF1SMdVVSkiGE7qaSg
